Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,,
,,,,,,,,441,11623,18510,11956,19182,24060,12776,,,
,,,,,,,,442,12409,17483,12240,20463,24325,12908,,,
,,,,,,,,443,13235,17011,12471,21993,24504,13034,,,
,,,,,,,,444,14392,18180,12666,23725,24560,13078,,,
,,,,,,,,445,15870,20533,12895,25586,24560,13179,,,
,,,,,,,,446,18041,23431,13156,27625,24617,13413,,,
,,,,,,,,447,19864,26324,13355,29548,24513,13599,,,
,,,,,,,,448,21015,29342,13475,31023,24554,13689,,,
,,,,,,,,449,21854,30992,13466,31786,24571,13684,,,
,,,,,,,,450,22104,31019,13325,31222,24454,13428,,,
,,,,,,,,451,21603,30317,13184,30210,24242,13423,,,
,,,,,,,,452,21001,29472,13053,29287,24156,13483,,,
,,,,,,,,453,20995,29464,12734,27015,24137,13347,,,
,,,,,,,,454,20187,28329,12012,25050,23241,12462,,,
,,,,,,,,455,18329,25722,11085,22797,21412,12008,,,
,,,,,,,,456,16548,23224,10411,21195,19753,11523,,,
,,,,,,,,457,15486,21732,9935,19985,18887,11233,,,
,,,,,,,,458,14618,20514,9641,19131,18226,11028,,,
,,,,,,,,459,14099,19786,9554,18560,17962,10905,,,
,,,,,,,,460,13687,19265,9613,18498,18129,11020,,,
,,,,,,,,461,12897,18209,9951,18350,18931,11367,,,
,,,,,,,,462,12225,17212,10593,18315,20568,11837,,,
,,,,,,,,463,11709,16620,11282,18657,22452,12186,,,
,,,,,,,,464,12063,16803,11856,19565,23601,12420,,,
,,,,,,,,465,12727,17090,12289,20765,24132,12930,,,
,,,,,,,,466,13666,17735,12668,22390,24502,13172,,,
,,,,,,,,467,14224,18729,13006,24244,24805,13303,,,
,,,,,,,,468,15024,20200,13240,25464,24947,13446,,,
,,,,,,,,469,15905,21653,13538,27685,25048,13633,,,
,,,,,,,,470,17241,24215,13842,29643,25123,13817,,,
,,,,,,,,471,18957,27259,14017,31010,25044,13946,,,
,,,,,,,,472,20802,29915,14073,31947,24969,13873,,,
,,,,,,,,473,21988,31309,14034,32215,24863,14006,,,
,,,,,,,,474,22096,31009,13826,31188,24485,13789,,,
,,,,,,,,475,21374,29995,13497,29833,24066,13573,,,
,,,,,,,,476,20567,28862,13279,29341,23670,13510,,,
,,,,,,,,477,20394,28619,12985,27766,23633,13383,,,
,,,,,,,,478,19646,27571,12294,25858,22851,12683,,,
,,,,,,,,479,18127,25439,11463,23821,21348,12034,,,
,,,,,,,,480,16575,23261,10805,22254,19928,11485,,,
,,,,,,,,481,15337,21524,10320,20966,18844,11047,,,
,,,,,,,,482,14553,20424,10023,19874,18281,10908,,,
,,,,,,,,483,14125,19823,9818,19137,17981,10768,,,
,,,,,,,,484,13677,19273,9753,18711,17899,10693,,,
,,,,,,,,485,12947,18692,9750,18043,18069,10745,,,
,,,,,,,,486,12213,18171,9915,17600,18475,10906,,,
,,,,,,,,487,11493,17711,10368,17864,19539,11119,,,
,,,,,,,,488,11318,17741,11025,18832,20841,11401,,,
,,,,,,,,489,11553,18566,11617,20199,22110,11943,,,
,,,,,,,,490,12320,19694,12092,21824,22872,12319,,,
,,,,,,,,491,13006,20464,12500,23402,23168,12612,,,
,,,,,,,,492,13931,21048,12766,24030,23374,12806,,,
,,,,,,,,493,13768,20382,12932,25439,23100,12801,,,
,,,,,,,,494,13702,20662,13078,26977,22891,12706,,,
,,,,,,,,495,15140,22173,13226,28469,22681,12530,,,
,,,,,,,,496,16919,24461,13284,29588,22519,12398,,,
,,,,,,,,497,18207,25936,13276,30110,22605,12470,,,
,,,,,,,,498,18607,26111,13119,29367,22481,12549,,,
,,,,,,,,499,18250,25612,12867,28173,22283,12458,,,
,,,,,,,,500,17826,25016,12714,28037,22111,12656,,,
,,,,,,,,501,18001,25262,12460,26594,22232,12576,,,
,,,,,,,,502,17589,24683,11866,24661,21748,12118,,,
,,,,,,,,503,16462,23102,11124,22746,20526,11705,,,
,,,,,,,,504,15505,21759,10491,21073,19071,11379,,,
,,,,,,,,505,13399,18803,8469,14340,17223,10425,,,
,,,,,,,,506,12859,18046,8347,13951,16740,10551,,,
,,,,,,,,507,12465,17493,8314,13775,16478,10626,,,
,,,,,,,,508,12180,17093,8358,13728,16437,10611,,,
,,,,,,,,509,12325,16932,8550,13865,16754,10719,,,
,,,,,,,,510,11593,14300,8869,13368,17370,10862,,,
,,,,,,,,511,9840,11725,9194,12443,18309,10937,,,
,,,,,,,,512,8388,10287,9507,12015,19397,11006,,,
,,,,,,,,513,7461,9464,9808,12072,20489,11146,,,
,,,,,,,,514,7498,9957,9974,12453,21190,11301,,,
,,,,,,,,515,7909,10934,10044,13153,21437,11321,,,
,,,,,,,,516,8775,12305,10029,14092,21524,11402,,,
,,,,,,,,517,9992,14150,10070,15316,21510,11422,,,
,,,,,,,,518,11852,16792,10111,16763,21427,11610,,,
,,,,,,,,519,14167,20078,10241,18535,21479,12029,,,
,,,,,,,,520,16480,23231,10349,19985,21615,12109,,,
,,,,,,,,521,16959,23799,10500,20734,22107,12280,,,
,,,,,,,,522,17221,24168,10842,20873,22944,12706,,,
,,,,,,,,523,17856,25058,10955,20471,23434,12949,,,
,,,,,,,,524,18338,25736,10724,19651,23037,12706,,,
,,,,,,,,525,17759,24922,10196,18489,21948,12176,,,
,,,,,,,,526,16757,23517,9522,17210,20451,11596,,,
,,,,,,,,527,15380,21583,9017,15971,18967,11103,,,
,,,,,,,,528,14198,19924,8652,15184,17829,10779,,,
,,,,,,,,529,13635,19134,8416,14537,17132,10649,,,
,,,,,,,,530,13151,18455,8323,14219,16785,10554,,,
,,,,,,,,531,12886,18083,8348,14123,16669,10762,,,
,,,,,,,,532,12812,17980,8578,14436,17007,11116,,,
,,,,,,,,533,13017,17894,9238,15356,18211,11725,,,
,,,,,,,,534,12033,15969,10126,15594,20250,12400,,,
,,,,,,,,535,11100,15045,10641,14711,22324,12428,,,
,,,,,,,,536,10154,14203,10770,14132,23169,12473,,,
,,,,,,,,537,9817,14069,10934,14185,23255,12491,,,
,,,,,,,,538,10040,14618,10983,14704,23236,12634,,,
,,,,,,,,539,10764,15735,11031,15420,23179,12646,,,
,,,,,,,,540,11882,17297,11110,16399,23195,12775,,,
,,,,,,,,541,13318,19261,11123,17627,23193,12838,,,
,,,,,,,,542,15503,22226,11115,19096,23115,12918,,,
,,,,,,,,543,18009,25502,11081,20607,23136,13189,,,
,,,,,,,,544,20226,28502,11172,21952,23323,13163,,,
,,,,,,,,545,20390,28613,11279,22268,23881,13266,,,
,,,,,,,,546,20026,28104,11484,22216,24654,13538,,,
,,,,,,,,547,20127,28246,11593,21735,25085,13592,,,
,,,,,,,,548,20330,28530,11239,20821,24527,13184,,,
,,,,,,,,549,19480,27337,10614,19472,23242,12440,,,
,,,,,,,,550,18251,25614,9904,17840,21558,11761,,,
,,,,,,,,551,16533,23203,9338,16349,19888,11200,,,
,,,,,,,,552,15083,21167,8860,15385,18415,10768,,,
,,,,,,,,553,14213,19946,8664,14931,17668,10615,,,
,,,,,,,,554,13486,18926,8504,14493,17209,10516,,,
,,,,,,,,555,13241,18582,8501,14363,17028,10625,,,
,,,,,,,,556,13202,18527,8703,14641,17253,10939,,,
,,,,,,,,557,13444,18451,9348,15616,18378,11454,,,
,,,,,,,,558,13909,16726,10225,15950,20621,12246,,,
,,,,,,,,559,14306,15526,10725,15019,22629,12200,,,
,,,,,,,,560,12631,14662,10795,14392,23278,12233,,,
,,,,,,,,561,10409,14227,10902,14282,23299,12265,,,
,,,,,,,,562,10706,14703,10996,14649,23199,12514,,,
,,,,,,,,563,11856,15897,11070,15420,23080,12543,,,
,,,,,,,,564,12936,17611,11034,16251,23024,12542,,,
,,,,,,,,565,14363,19767,11015,17501,22881,12654,,,
,,,,,,,,566,17137,22788,10905,18911,22619,12728,,,
,,,,,,,,567,20179,26398,10896,20453,22481,13076,,,
,,,,,,,,568,20968,29350,10908,21837,22417,13018,,,
,,,,,,,,569,20975,29434,11040,22232,22671,13174,,,
,,,,,,,,570,20505,28777,11270,22209,23548,13447,,,
,,,,,,,,571,20338,28541,11419,21634,24247,13583,,,
,,,,,,,,572,20413,28646,11185,20772,24276,13226,,,
,,,,,,,,573,19685,27625,10686,19543,23372,12680,,,
,,,,,,,,574,18480,25935,9910,18007,21685,11808,,,
,,,,,,,,575,16853,23650,9374,16614,20077,11128,,,
,,,,,,,,576,15432,21657,8985,15686,18790,10806,,,
,,,,,,,,577,14431,20252,8694,14711,18100,10579,,,
,,,,,,,,578,13760,19311,8531,14359,17740,10551,,,
,,,,,,,,579,13243,18585,8626,14200,17790,10755,,,
,,,,,,,,580,13023,18275,8926,14629,18218,11084,,,
,,,,,,,,581,13297,18523,9674,15569,19662,11690,,,
,,,,,,,,582,13171,18277,10665,15798,22211,12438,,,
,,,,,,,,583,12188,16921,11181,15067,24446,12566,,,
,,,,,,,,584,11922,15281,11129,14440,25098,12629,,,
,,,,,,,,585,13015,14583,11041,14366,24594,12607,,,
,,,,,,,,586,13812,15118,11055,14726,24204,12812,,,
,,,,,,,,587,14865,16378,10968,15434,23583,12639,,,
,,,,,,,,588,16455,18400,10922,16407,23133,12580,,,
,,,,,,,,589,16424,20462,10854,17693,22758,12617,,,
,,,,,,,,590,17772,23790,10811,19188,22402,12556,,,
,,,,,,,,591,20070,27672,10798,20740,22177,12883,,,
,,,,,,,,592,21710,30553,10779,21917,22165,12917,,,
,,,,,,,,593,21855,30671,10901,22111,22510,12943,,,
,,,,,,,,594,21381,30005,11206,22206,23490,13429,,,
,,,,,,,,595,21227,29789,11435,21703,24356,13604,,,
,,,,,,,,596,21175,29716,11260,20849,24261,13263,,,
,,,,,,,,597,20218,28372,10722,19579,23339,12633,,,
,,,,,,,,598,18944,26587,10050,18021,21777,11907,,,
,,,,,,,,599,17210,24152,9482,16679,20109,11331,,,
,,,,,,,,600,15616,21915,9123,15650,19101,10972,,,
,,,,,,,,601,14532,20394,8833,14988,18181,10844,,,
,,,,,,,,602,13793,19357,8769,14538,17873,10893,,,
,,,,,,,,603,13531,18988,8838,14400,17964,11038,,,
,,,,,,,,604,13539,19000,9105,14771,18423,11472,,,
,,,,,,,,605,13776,19195,9765,15621,19877,12052,,,
,,,,,,,,606,13973,18547,10774,16055,22419,12813,,,
,,,,,,,,607,14988,18610,11267,15139,24719,12964,,,
,,,,,,,,608,15280,17888,11299,14428,25346,12889,,,
,,,,,,,,609,15932,15764,11234,14402,24910,12794,,,
,,,,,,,,610,16587,15761,11126,15003,24317,12830,,,
,,,,,,,,611,17334,16677,10993,15423,23781,12675,,,
,,,,,,,,612,17161,17742,10895,16250,23331,12656,,,
,,,,,,,,613,17277,19462,10848,17306,23046,12803,,,
,,,,,,,,614,18600,22440,10791,18663,22758,12792,,,
,,,,,,,,615,19498,25596,10739,20059,22575,13019,,,
,,,,,,,,616,20262,28398,10735,21236,22566,12909,,,
,,,,,,,,617,20179,28318,10840,21511,22933,13034,,,
,,,,,,,,618,19722,27677,11137,21600,23699,13421,,,
,,,,,,,,619,19905,27934,11296,21190,24350,13525,,,
,,,,,,,,620,20087,28190,11088,20345,24084,13166,,,
,,,,,,,,621,19301,27086,10614,19185,23121,12669,,,
,,,,,,,,622,18316,25704,9937,17732,21661,11960,,,
,,,,,,,,623,16864,23666,9349,16428,19934,11400,,,
,,,,,,,,624,15471,21712,8931,15488,18570,11024,,,
,,,,,,,,625,14526,20386,8684,14812,17854,10897,,,
,,,,,,,,626,13845,19430,8578,14458,17427,10790,,,
,,,,,,,,627,13473,18907,8616,14299,17277,10985,,,
,,,,,,,,628,13313,18683,8843,14599,17549,11205,,,
,,,,,,,,629,13509,18594,9429,15489,18641,11779,,,
,,,,,,,,630,13050,16927,10218,15867,20660,12443,,,
,,,,,,,,631,11970,15703,10786,14778,22784,12579,,,
,,,,,,,,632,11129,14724,10889,14025,23695,12634,,,
,,,,,,,,633,10055,14131,10952,13863,23647,12479,,,
,,,,,,,,634,10226,14623,10989,14232,23680,12630,,,
,,,,,,,,635,10896,15716,10959,14753,23591,12476,,,
,,,,,,,,636,11721,16876,10872,15738,23369,12334,,,
,,,,,,,,637,12957,18619,10867,16953,23259,12453,,,
,,,,,,,,638,14834,21248,10784,18604,22967,12311,,,
,,,,,,,,639,17077,24373,10722,20217,22838,12295,,,
,,,,,,,,640,19199,27044,10717,21463,22851,12150,,,
,,,,,,,,641,19089,26788,10823,21451,23239,12351,,,
,,,,,,,,642,18565,26053,11001,21292,23733,12661,,,
,,,,,,,,643,18731,26285,10956,20636,23892,12743,,,
,,,,,,,,644,18727,26280,10759,19809,23435,12464,,,
,,,,,,,,645,18076,25367,10295,18697,22596,12133,,,
,,,,,,,,646,17185,24117,9743,17483,21466,11595,,,
,,,,,,,,647,16312,22891,9239,16320,20071,11016,,,
,,,,,,,,648,15054,21126,8803,15366,18801,10752,,,
,,,,,,,,649,14194,19919,8509,14631,18029,10525,,,
,,,,,,,,650,13533,18992,8377,14248,17590,10494,,,
,,,,,,,,651,13216,18548,8282,14011,17383,10501,,,
,,,,,,,,652,13140,18440,8365,14030,17545,10682,,,
,,,,,,,,653,13148,18060,8650,14244,18116,10908,,,
,,,,,,,,654,12441,15684,9056,14064,19207,11193,,,
,,,,,,,,655,10425,13637,9447,13074,20633,11311,,,
,,,,,,,,656,10542,12398,9844,12704,21987,11624,,,
,,,,,,,,657,9858,12509,10119,12803,22963,11716,,,
,,,,,,,,658,9083,12978,10296,13253,23252,11784,,,
,,,,,,,,659,8781,14045,10259,13884,23091,11779,,,
,,,,,,,,660,9193,13631,10220,14826,22763,11680,,,
,,,,,,,,661,10071,14596,10153,16087,22290,11625,,,
,,,,,,,,662,11459,16500,10074,17455,22005,11496,,,
,,,,,,,,663,13539,19295,10103,18987,21970,11587,,,
,,,,,,,,664,15595,21971,10148,20313,22085,11509,,,
,,,,,,,,665,15683,22010,10338,20606,22482,11822,,,
,,,,,,,,666,15850,22242,10640,20707,23312,12326,,,
,,,,,,,,667,16687,23417,10788,20228,23965,12452,,,
,,,,,,,,668,16960,23800,10600,19518,23802,12193,,,
,,,,,,,,669,16527,23194,10202,18676,23027,11807,,,
,,,,,,,,670,15822,22204,9701,17748,21942,11289,,,
,,,,,,,,671,14944,20972,9201,16715,20545,10847,,,
,,,,,,,,672,14119,19814,8883,15977,19462,10593,,,
,,,,,,,,673,13260,18610,8516,15207,17542,10889,,,
,,,,,,,,674,12411,17417,8421,14916,16975,11101,,,
,,,,,,,,675,12143,17042,8359,14694,16639,11047,,,
,,,,,,,,676,12152,17054,8428,14668,16647,10951,,,
,,,,,,,,677,12228,17110,8635,14816,16994,10995,,,
,,,,,,,,678,12293,15206,8994,14831,17710,11216,,,
,,,,,,,,679,11600,12481,9317,13745,18735,11401,,,
,,,,,,,,680,10876,11071,9659,13091,20039,11596,,,
,,,,,,,,681,9573,10598,9905,13004,21236,11789,,,
,,,,,,,,682,8616,11093,9965,13207,21781,11838,,,
,,,,,,,,683,9384,11722,9923,13579,21804,11813,,,
,,,,,,,,684,11591,13103,9830,14253,21604,11755,,,
,,,,,,,,685,13225,15061,9813,15240,21385,11744,,,
,,,,,,,,686,13711,17847,9793,16454,21165,11736,,,
,,,,,,,,687,15087,20558,9872,17927,21146,11997,,,
,,,,,,,,688,15886,22294,10092,19679,21298,12267,,,
,,,,,,,,689,16213,22752,10490,20210,22247,12721,,,
,,,,,,,,690,17545,24621,10884,20665,23755,13449,,,
,,,,,,,,691,17706,24849,10815,20407,23647,13419,,,
,,,,,,,,692,17214,24157,10576,19744,23028,13151,,,
,,,,,,,,693,16497,23151,10113,18869,22103,12771,,,
,,,,,,,,694,15392,21600,9555,17675,20739,12150,,,
,,,,,,,,695,14110,19801,9057,16473,19242,11438,,,
,,,,,,,,696,13183,18501,8728,15730,17908,10927,,,
,,,,,,,,697,12794,17956,8443,15056,17099,10870,,,
,,,,,,,,698,12458,17483,8364,14790,16697,11135,,,
,,,,,,,,699,12367,17355,8390,14742,16554,11229,,,
,,,,,,,,700,12384,17379,8605,15034,16780,11418,,,
,,,,,,,,701,12784,17928,9086,15927,17644,11993,,,
,,,,,,,,702,12949,16793,10036,17219,19607,12664,,,
,,,,,,,,703,12573,14927,10786,17260,22405,12774,,,
,,,,,,,,704,12837,13797,10988,16946,23716,12769,,,
,,,,,,,,705,13040,13355,10973,16797,23618,12755,,,
,,,,,,,,706,13368,13966,11010,16813,23455,12739,,,
,,,,,,,,707,14050,15132,10983,16951,23290,12708,,,
,,,,,,,,708,15082,16648,10893,17377,23091,12687,,,
,,,,,,,,709,16364,18752,10874,18462,22932,12748,,,
,,,,,,,,710,17696,21548,10766,19665,22718,12746,,,
,,,,,,,,711,18678,24455,10786,20593,22516,12950,,,
,,,,,,,,712,19100,26803,10865,20996,22573,13248,,,
,,,,,,,,713,18910,26538,11230,21309,23448,13876,,,
,,,,,,,,714,19607,27515,11725,21777,25273,14052,,,
,,,,,,,,715,19368,27181,11591,21179,25335,13844,,,
,,,,,,,,716,18632,26146,11281,20410,24805,13376,,,
,,,,,,,,717,17710,24854,10823,19356,23926,12825,,,
,,,,,,,,718,16442,23074,10140,17983,22493,12141,,,
,,,,,,,,719,15170,21289,9496,16700,20653,11495,,,
,,,,,,,,720,13927,19545,5137,9633,19180,5585,,,
,,,,,,,,721,6478,9092,8169,13714,9135,11024,,,
,,,,,,,,722,12512,17558,8662,15002,17841,11140,,,
,,,,,,,,723,12189,17105,8623,14960,17651,11191,,,
,,,,,,,,724,12109,16994,8777,15216,17820,11335,,,
,,,,,,,,725,12336,17312,9237,16060,18742,11845,,,
,,,,,,,,726,12931,17821,10185,17200,20876,12541,,,
,,,,,,,,727,12767,17381,10893,16551,23867,12797,,,
,,,,,,,,728,10999,16640,11033,15428,25021,12699,,,
,,,,,,,,729,9587,16895,10987,14680,24717,12627,,,
,,,,,,,,730,9542,15837,10934,14568,24263,12639,,,
,,,,,,,,731,10075,14976,10890,14824,23916,12636,,,
,,,,,,,,732,11008,16273,10823,15416,23577,12544,,,
,,,,,,,,733,12425,18361,10781,16452,23519,12715,,,
,,,,,,,,734,14468,21523,10718,17777,23308,12889,,,
,,,,,,,,735,16414,23770,10734,19246,23225,13002,,,
,,,,,,,,736,18450,25893,10821,20674,23473,13117,,,
,,,,,,,,737,18323,25713,11233,21176,24438,13812,,,
,,,,,,,,738,19184,26922,11612,21610,25785,13881,,,
,,,,,,,,739,18990,26650,11470,21036,25703,13614,,,
,,,,,,,,740,18335,25731,11171,20329,25051,13271,,,
,,,,,,,,741,17503,24563,10726,19315,24043,12713,,,
,,,,,,,,742,16416,23037,10108,18038,22686,12050,,,
,,,,,,,,743,15071,21150,9499,16745,20862,11553,,,
,,,,,,,,744,13895,19499,8994,15833,19429,11242,,,
,,,,,,,,745,13241,18583,8712,15292,18460,11129,,,
,,,,,,,,746,12720,17852,8572,14969,17967,11239,,,
,,,,,,,,747,12530,17584,8563,14902,17813,11281,,,
,,,,,,,,748,12454,17478,8702,15124,17934,11387,,,
,,,,,,,,749,12757,17877,9149,15933,18851,11943,,,
,,,,,,,,750,13394,16602,10081,17042,21046,12603,,,
,,,,,,,,751,13263,15233,10832,15907,24061,12850,,,
,,,,,,,,752,10840,14042,10888,14726,25190,12580,,,
,,,,,,,,753,10054,13427,10855,14226,24780,12484,,,
,,,,,,,,754,11579,13552,10791,14312,24227,12576,,,
,,,,,,,,755,12843,14261,10857,14593,23903,12625,,,
,,,,,,,,756,11124,15398,10718,15257,23575,12600,,,
,,,,,,,,757,11995,17075,10722,16306,23266,12835,,,
,,,,,,,,758,14227,19664,10712,17625,23046,12881,,,
,,,,,,,,759,16577,22729,10712,18848,22910,12993,,,
,,,,,,,,760,17576,24665,10829,20358,23123,13244,,,
,,,,,,,,761,17604,24704,11323,20861,24363,13864,,,
,,,,,,,,762,18691,26229,11805,21314,26331,13771,,,
,,,,,,,,763,18595,26095,11673,20778,26478,13569,,,
,,,,,,,,764,18193,25530,11441,20089,26073,13190,,,
,,,,,,,,765,17515,24579,11043,19153,25367,12756,,,
,,,,,,,,766,16418,23040,10405,17848,23961,12007,,,
,,,,,,,,767,15225,21367,9697,16574,22145,11426,,,
,,,,,,,,768,14195,19920,9207,15591,20621,11126,,,
,,,,,,,,769,13298,18663,8986,15032,19787,11047,,,
,,,,,,,,770,12811,17978,8878,14735,19478,11228,,,
,,,,,,,,771,12634,17731,8920,14665,19427,11240,,,
,,,,,,,,772,12562,17629,9055,14921,19834,11457,,,
,,,,,,,,773,12836,18014,9555,15769,20847,11967,,,
,,,,,,,,774,13178,17355,10524,16818,23193,12527,,,
,,,,,,,,775,13399,16908,11297,15138,26231,12843,,,
,,,,,,,,776,13108,16713,11513,13988,27569,12822,,,
,,,,,,,,777,12156,16764,11508,13493,27103,12616,,,
,,,,,,,,778,10613,17372,11502,13470,26490,12681,,,
,,,,,,,,779,10249,19326,11439,13679,25945,12614,,,
,,,,,,,,780,11888,20617,11362,14093,25436,12595,,,
,,,,,,,,781,13583,21170,11334,15004,25182,12693,,,
,,,,,,,,782,15515,21723,11236,16016,24805,12663,,,
,,,,,,,,783,16476,22758,11216,17049,24517,12836,,,
,,,,,,,,784,16705,23444,11347,18534,24759,13181,,,
,,,,,,,,785,17142,24057,11870,19556,26077,13915,,,
,,,,,,,,786,18303,25687,12306,20309,28018,14035,,,
,,,,,,,,787,18271,25642,12218,19895,28121,13806,,,
,,,,,,,,788,17870,25078,12003,19381,27634,13501,,,
,,,,,,,,789,17206,24146,11594,18502,26863,12949,,,
,,,,,,,,790,16139,22650,10920,17291,25404,12235,,,
,,,,,,,,791,14889,20896,10238,16654,23460,11627,,,
,,,,,,,,792,13868,19462,9788,15752,21887,11245,,,
,,,,,,,,793,13106,18391,9511,15205,20947,11138,,,
,,,,,,,,794,12631,17727,9398,14912,20534,11317,,,
,,,,,,,,795,12431,17445,9371,14794,20463,11245,,,
,,,,,,,,796,12365,17352,9498,15019,20857,11391,,,
,,,,,,,,797,12706,17819,9977,15816,22056,11859,,,
,,,,,,,,798,13295,16662,10899,17017,24368,12435,,,
,,,,,,,,799,12911,15228,11703,16503,27384,12740,,,
,,,,,,,,800,11797,15272,12070,16215,28724,12652,,,
,,,,,,,,801,11974,15297,11860,15793,28442,12692,,,
,,,,,,,,802,12108,15419,11907,15393,27720,12705,,,
,,,,,,,,803,12920,15781,11809,14578,27188,12694,,,
,,,,,,,,804,13817,15870,11659,14336,26573,12700,,,
,,,,,,,,805,14295,16469,11542,14746,26019,12670,,,
,,,,,,,,806,15135,18310,11470,15508,25611,12593,,,
,,,,,,,,807,15450,20647,11481,16498,25330,12629,,,
,,,,,,,,808,15782,22146,11655,18065,25564,12867,,,
,,,,,,,,809,16165,22685,12194,18952,26941,13587,,,
,,,,,,,,810,17632,24744,12519,19493,28626,13680,,,
,,,,,,,,811,17633,24747,12336,19118,28484,13469,,,
,,,,,,,,812,17212,24155,12049,18610,27870,13224,,,
,,,,,,,,813,16697,23431,11688,18055,27192,12826,,,
,,,,,,,,814,15924,22346,11199,17141,26063,12293,,,
,,,,,,,,815,14931,20955,10593,16615,24485,11736,,,
,,,,,,,,816,13976,19613,10141,15873,23055,11294,,,
,,,,,,,,817,13203,18530,9877,15373,22093,11236,,,
,,,,,,,,818,12775,17928,9742,15141,21615,11478,,,
,,,,,,,,819,12544,17604,9711,14936,21497,11406,,,
,,,,,,,,820,12257,17201,9763,15000,21661,11412,,,
,,,,,,,,821,12203,17125,10007,15247,22240,11616,,,
,,,,,,,,822,12403,16581,10425,15715,23434,11735,,,
,,,,,,,,823,12478,13858,10873,15668,25008,12058,,,
,,,,,,,,824,12518,15449,11311,15952,26503,12550,,,
,,,,,,,,825,12680,16489,11622,15740,27573,12799,,,
,,,,,,,,826,12784,16817,11626,15511,27678,12856,,,
,,,,,,,,827,12770,16412,11472,15248,27011,12929,,,
,,,,,,,,828,12573,15878,11273,14720,26201,12941,,,
,,,,,,,,829,12538,17099,11075,14147,25390,12832,,,
,,,,,,,,830,13304,18268,10929,14930,24685,12729,,,
,,,,,,,,831,13749,19512,10908,16733,24287,12947,,,
,,,,,,,,832,14283,20045,11151,17411,24553,13291,,,
,,,,,,,,833,14916,20933,11826,18525,26051,13859,,,
,,,,,,,,834,16563,23245,12260,19395,27871,13834,,,
,,,,,,,,835,16830,23618,12107,19086,27891,13688,,,
,,,,,,,,836,16552,23230,11927,18736,27499,13488,,,
,,,,,,,,837,16123,22627,11641,18265,26881,13064,,,
,,,,,,,,838,15444,21674,11165,17495,25800,12536,,,
,,,,,,,,839,14534,20396,10677,16729,24423,12062,,,
,,,,,,,,840,13674,19189,10261,16076,23066,11774,,,
,,,,,,,,841,12835,18013,10324,16842,22762,11704,,,
,,,,,,,,842,12258,17203,10157,16725,22180,11878,,,
,,,,,,,,843,11943,16760,10107,16806,21909,11856,,,
,,,,,,,,844,11796,16554,10156,16991,21922,11854,,,
,,,,,,,,845,11830,16602,10378,17535,22260,11984,,,
,,,,,,,,846,12055,16734,10759,18234,23108,12170,,,
,,,,,,,,847,12060,16645,11197,18579,24383,12319,,,
,,,,,,,,848,11843,16233,11613,18459,25872,12657,,,
,,,,,,,,849,11748,16261,11892,18085,27046,13055,,,
,,,,,,,,850,11866,17184,11937,17718,27817,13123,,,
,,,,,,,,851,12939,18358,11958,17772,28233,13014,,,
,,,,,,,,852,14001,19014,11959,17734,28310,13033,,,
,,,,,,,,853,14183,19131,11906,17640,28153,12874,,,
,,,,,,,,854,14255,19249,11805,17570,27899,13090,,,
,,,,,,,,855,14424,19958,11801,17600,27666,13242,,,
,,,,,,,,856,14517,20373,11997,18300,27676,13576,,,
,,,,,,,,857,14912,20928,12515,19418,28281,14561,,,
,,,,,,,,858,16476,23121,13058,20961,29752,14886,,,
,,,,,,,,859,16978,23826,12915,20971,29651,14550,,,
,,,,,,,,860,16779,23547,12712,20781,29056,14233,,,
,,,,,,,,861,16550,23227,12412,20419,28422,13788,,,
,,,,,,,,862,15741,22090,11764,19352,26928,12988,,,
,,,,,,,,863,14455,20286,11026,18226,25015,12415,,,
,,,,,,,,864,13257,18606,10515,17624,23331,11996,,,
,,,,,,,,865,12421,17430,10215,17370,22373,11916,,,
,,,,,,,,866,11907,16710,10116,17344,21941,12215,,,
